spark.executor.memory	2048m
spark.executor.instances	12
spark.driver.memory	2048m
spark.eventLog.enabled	false
spark.serializer	org.apache.spark.serializer.KryoSerializer
spark.kryo.classesToRegister	org.apache.hadoop.hive.ql.io.HiveKey,org.apache.hadoop.io.BytesWritable,org.apache.hadoop.hive.ql.exec.vector.VectorizedRowBatch
spark.driver.extraJavaOptions	-Xss8m
spark.executor.extraJavaOptions	-Xss8m
Charles City County	1998	0.4303441984042793	0.41402608135765584	0.817715125461182	0.36683210620508855
Breckinridge County	1998	0.5150992695810546	0.4409130178483568	4.61880995002887	3.6116197977150706
Dawson County	1998	0.5471247380360014	0.5189184059142155	3.798950471480401	2.634294254543573
Dixie County	1998	0.5562028369438097	0.5423971414094999	7.3648079235234665	4.266288290985193
Attala County	1998	0.5725611215842462	0.5663152256008835	5.292724341867335	3.64400878118473
Stewart County	1998	0.5989209633392518	0.35585215251757657	2.9397597944503153	1.7681561679351572
White Pine County	1998	0.6153644588642471	0.5439579941255965	5.147434222784036	2.192885755730442
Highlands County	1998	0.6512895672290918	0.5707399951267227	4.288271174676345	2.7654213845414506
Pendleton County	1998	0.6614527545623925	0.2854361663498072	6.775671946769657	3.585230176489073
Bourbon County	1998	0.6677794336739866	0.5160218686960723	2.953984110304697	2.3592990594285177
Barbour County	1998	0.6902876275691169	0.617052106944661	1.563097715547551	1.286067508989848
Jim Hogg County	1998	0.7091469861818027	0.6559136625338567	1.7627592928725906	1.3442211341753234
Chautauqua County	1998	0.7100934669376802	0.6662502785296154	2.426213849286103	1.6744006142752648
DeKalb County	1998	0.7246132189992737	0.6949194361141288	3.559015897880796	2.6134304060131175
Izard County	1998	0.7365214828438462	0.6856535729699614	1.5105236091837362	1.439596930667281
Ford County	1998	0.751975091168447	0.4376287846237908	2.5014661516815933	1.801119365937882
Kalamazoo County	1998	0.7537664605109398	0.44109764789282924	4.684122819219242	3.5911524786695512
Massac County	1998	0.7654967650269715	0.5797528108434392	6.675169570017153	2.1403727387130465
Dubuque County	1998	0.7745241729251109	0.5048564953865626	4.380815546851242	2.547833994665717
Bedford County	1998	0.7883998978012562	0.7681265719270751	2.51410527345715	1.219032073766046
Glasscock County	1998	0.7899940889539819	0.6858536536567292	5.7065809312004525	2.116446849410017
Graham County	1998	0.7989934492514726	0.6213097996428302	2.2604392383909655	2.127876638928566
Wheeler County	1998	0.8962893314892572	0.7614697744099002	4.1356088664166935	3.0076417653161256
Fairbanks North Star Borough	1998	0.9023492479133499	0.6657310295171552	3.005497810373028	1.2107032451977937
Brooks County	1998	0.9303271837150886	0.760425733438159	2.807445483232905	2.6131163341084878
Smith County	1998	0.9660803475336432	0.7848758557626089	4.541184788247006	3.30739514324023
Panola County	1998	0.9708667286357193	0.6446372557490223	1.3553358158616715	1.2744900528656122
San Diego County	1998	0.9801136932883486	0.39795216189099475	2.9586132664396754	1.8303278546105324
Hillsborough County	1998	1.011986286284319	0.7368924920660406	4.233292595544067	2.102651177622344
Camas County	1998	1.0177082793140364	0.3811889822087248	4.965013645590691	3.45515984419151
Kootenai County	1998	1.0377690328312168	0.19827915376502175	3.806263093481886	2.851619136377757
Franklin County	1998	1.0399531980115733	1.035236770107944	2.8168526476619835	2.135963725118566
Okfuskee County	1998	1.049163168796228	0.6843839344950184	1.8974227734385376	1.891757798591624
Ontonagon County	1998	1.1119177531868523	0.6678823340366109	2.2083801340410902	2.034208293420327
Pemiscot County	1998	1.1151456984622814	0.30358424183031363	5.260283723261563	3.375553722524666
Delaware County	1998	1.119406467456532	0.9283503223943507	2.8665231941074563	2.3383415363274276
Muscatine County	1998	1.133476318414175	0.673700047111977	3.5680658135195387	2.2012082861770677
Cortland County	1998	1.138469839935558	0.9027796674234424	3.9043142049065405	2.0237696944983323
Dent County	1998	1.1390022293660726	1.1126604189317388	2.752141313902746	1.6451941397753038
Greene County	1998	1.177302658097475	1.1035778529015432	3.1799895826401716	2.163300530509597
Oxford County	1998	1.1881022407036617	0.4728497131554782	3.5436597248523856	1.809348536084538
Slope County	1998	1.1921612390007765	0.6417395145144292	2.3288787481412148	2.258423901183953
Hernando County	1998	1.1926950986966027	0.8450111344864528	2.8563337890293914	1.5739619781161
Cameron County	1998	1.1940262500189152	0.8567092622104525	2.1687134246082054	1.4261127339516826
Gallatin County	1998	1.2140801188101251	0.7083486289938155	2.709178140145176	2.1979020999019108
Chittenden County	1998	1.2338958706783771	1.2196933647394959	0.9222952488773734	0.2666676520161925
Fremont County	1998	1.2388078286687112	1.1576305536445366	2.3399750411451503	2.1695021720791092
Forest County	1998	1.2485255976679295	0.7203156529600863	1.3984389647775972	0.9376976007408493
Bland County	1998	1.2525738299236124	0.5996406183450709	3.1060087504250946	2.6355236225751244
Macon County	1998	1.2574581245844634	1.1978823048462168	1.4833068339006668	1.2570917154791468
Champaign County	1998	1.2815360198466441	1.245157217851199	1.6980377706604315	1.616447289326444
Albany County	1998	1.2850186974985196	0.5118220295200793	2.7307466535760305	2.479326674830197
Pike County	1998	1.2942510942587888	1.2451284631359334	2.4080503853959145	1.914667009994476
Hopkins County	1998	1.2967320128720883	0.6951621270937948	2.1564136244489114	2.1243999178391473
Auglaize County	1998	1.30489086081934	0.9025179925265489	1.3764237380606394	1.1590672110713163
Aleutians East Borough	1998	1.3106045164260058	0.475883660546265	1.906099635563383	1.2177534142822257
Mitchell County	1998	1.3114616127442367	0.9606294827711117	1.6693296447393062	1.622459431080534
Sevier County	1998	1.329393924588909	1.1562326073628664	2.746136977894579	1.517628286524655
Major County	1998	1.3665017944535074	0.9443984873361314	2.962188252686991	0.9915126506749625
Lawrence County	1998	1.384615965218858	1.2812909660628056	1.7068255361920173	1.678636707528614
Dodge County	1998	1.4081392879019223	1.4071253655917897	1.6956937422885188	1.6577440444703193
Sierra County	1998	1.4368546656917178	0.722280609550684	3.382904265789798	1.5235197468466284
Chester County	1998	1.4756372531505368	1.2057145899708046	1.6731630415775858	1.194688034551635
Telfair County	1998	1.498198930887868	0.6353536890500909	2.649393470953872	1.3315939532870793
Rappahannock County	1998	1.503074589508721	1.034023233434885	4.281349318355277	1.0722203513869641
