"1998","10003008","exportiunivamalg #8","36243.5"
"1998","4003001","exportiedu pack #1","34620.08"
"1998","10014017","edu packamalgamalg #17","31645.54"
"1998","3003001","exportiexporti #1","30119.839999999997"
"1998","5003001","exportischolar #1","28706.510000000002"
"1998","9016005","corpunivamalg #5","27940.65"
"1998","2001001","amalgimporto #1","27937.1"
"1998","8004005","edu packnameless #5","22627.53"
"1998","4002001","importoedu pack #1","21856.62"
"1998","1002001","importoamalg #1","20252.260000000002"
"1998","5004001","edu packscholar #1","16285.58"
"1999","2001001","amalgimporto #1","44399.18999999999"
"1999","5003001","exportischolar #1","41783.62999999999"
"1999","3003001","exportiexporti #1","41566.24"
"1999","5004001","edu packscholar #1","32787.39"
"1999","10003008","exportiunivamalg #8","32179.499999999996"
"1999","10014017","edu packamalgamalg #17","30676.68"
"1999","9016005","corpunivamalg #5","22314.239999999998"
"1999","4002001","importoedu pack #1","18042.75"
"1999","1002001","importoamalg #1","13990.91"
"1999","4003001","exportiedu pack #1","13692.58"
"1999","8004005","edu packnameless #5","7156.089999999999"
"2000","6012004","importobrand #4","44203.119999999995"
"2000","1004001","corpunivamalg #12","43005.02"
"2000","6015004","scholarbrand #4","31091.089999999997"
"2000","4001001","importoimporto #2","28952.26"
"2000","5001001","importoexporti #2","27999.169999999995"
"2000","3003001","exportiexporti #1","27992.79"
"2000","10003008","exportiunivamalg #8","27792.739999999998"
"2000","1002001","importoamalg #1","27090.49"
"2000","4002001","importoedu pack #1","25131.62"
"2000","9016005","edu packimporto #2","19102.31"
"2000","5004001","edu packscholar #1","18313.350000000002"
"2000","5003001","exportischolar #1","17301.68"
"2000","8004005","edu packnameless #5","17151.44"
"2000","4003002","exportiedu pack #2","15467.560000000001"
"2000","10014017","edu packexporti #2","11292.33"
"2001","1004001","corpunivamalg #12","48190.899999999994"
"2001","5003001","brandcorp #2","46564.33"
"2001","5003001","maxiunivamalg #9","40735.34"
"2001","6015004","scholarbrand #4","36900.32000000001"
"2001","9016005","edu packimporto #2","35615.07000000001"
"2001","4001001","importoimporto #2","34395.420000000006"
"2001","5004001","importocorp #8","29098.620000000006"
"2001","4003002","exportiedu pack #2","27706.53"
"2001","5003002","exportischolar #2","26021.370000000003"
"2001","5001001","importoexporti #2","22084.179999999997"
"2001","10014017","edu packexporti #2","21207.25"
"2001","8004005","amalgedu pack #2","15414.64"
"2001","6012004","importobrand #4","14570.3"
"2001","10003008","exportiunivamalg #8","3452.79"
"2002","6008005","namelesscorp #5","49592.73"
"2002","4001001","namelessmaxi #1","41014.76000000001"
"2002","5004001","importocorp #8","34092.34"
"2002","8004005","amalgedu pack #2","30164.070000000003"
"2002","10001015","exportiunivamalg #1","28325.49"
"2002","8004007","edu packnameless #7","27946.73"
"2002","5003001","brandcorp #2","25240.94"
"2002","3004001","edu packexporti #1","24561.48"
"2002","10003008","exportiunivamalg #8","22522.869999999995"
"2002","5003001","maxiunivamalg #9","20068.489999999998"
"2002","6015004","importoscholar #1","19349.550000000003"
"2002","9014011","edu packimporto #1","13543.57"
"2002","5003002","exportischolar #2","11052.32"
