spark.executor.memory	2048m
spark.executor.instances	12
spark.driver.memory	2048m
spark.eventLog.enabled	false
spark.serializer	org.apache.spark.serializer.KryoSerializer
spark.kryo.classesToRegister	org.apache.hadoop.hive.ql.io.HiveKey,org.apache.hadoop.io.BytesWritable,org.apache.hadoop.hive.ql.exec.vector.VectorizedRowBatch
spark.driver.extraJavaOptions	-Xss8m
spark.executor.extraJavaOptions	-Xss8m
2001	2002	8009008	9	8	101	15570	6874	-8696	-369672.8000000002
2001	2002	8013008	13	8	64	15741	8354	-7387	-380347.4599999999
2001	2002	8012002	12	8	122	13554	7484	-6070	-232635.71999999974
2001	2002	8008006	8	8	312	12766	6780	-5986	-316728.1700000002
2001	2002	8014002	14	8	257	12884	7462	-5422	-295405.6000000001
2001	2002	8015004	15	8	119	12783	7733	-5050	-253202.73999999947
2001	2002	7013001	13	8	320	8927	5584	-3343	-111470.76000000001
2001	2002	8016004	16	8	206	9639	6427	-3212	-144836.9100000001
2001	2002	8010004	10	8	234	8926	5884	-3042	-91999.06000000011
2001	2002	8011002	11	8	587	8978	5995	-2983	-200209.6099999999
2001	2002	8001008	1	8	162	8051	5160	-2891	-111631.49999999991
2001	2002	8013004	2	8	576	8442	5758	-2684	-77663.65999999968
2001	2002	8002004	2	8	584	7739	5077	-2662	-102389.94000000003
2001	2002	8015010	13	8	508	8888	6237	-2651	-49353.31999999995
2001	2002	10008014	8	8	35	8506	5985	-2521	-118798.24000000014
2001	2002	8009010	9	8	437	14803	12422	-2381	13472.860000000219
2001	2002	8016007	16	8	318	8721	6341	-2380	-81099.28000000009
2001	2002	8001002	1	8	638	8966	6765	-2201	-126109.53999999998
2001	2002	8003004	3	8	264	7816	5716	-2100	-104471.78000000014
2001	2002	8008004	9	8	304	9199	7112	-2087	-79299.87
2001	2002	8001010	1	8	465	7210	5135	-2075	-74572.14999999997
2001	2002	8004005	14	8	594	8524	6509	-2015	-153419.37000000017
2001	2002	7001001	15	8	174	7588	5585	-2003	-91937.4499999999
2001	2002	8008002	8	8	859	8275	6288	-1987	-83214.70000000016
2001	2002	8004004	4	8	262	7960	5989	-1971	-87406.97999999998
2001	2002	2002001	2	8	213	8532	6573	-1959	-67880.71999999997
2001	2002	8011010	11	8	306	8489	6556	-1933	-136399.36000000022
2001	2002	8008008	8	8	357	7829	5901	-1928	-76453.57000000007
2001	2002	4001001	1	8	417	8360	6488	-1872	-98761.58000000016
2001	2002	5003001	3	8	166	7575	5714	-1861	-113622.44
2001	2002	8016010	16	8	597	8078	6284	-1794	-86298.8799999998
2001	2002	8001006	1	8	592	8495	6715	-1780	-128540.16
2001	2002	8016001	10	8	585	7723	5960	-1763	-64092.890000000014
2001	2002	8015002	15	8	303	7931	6182	-1749	-78203.53999999995
2001	2002	8006008	6	8	307	8108	6359	-1749	-112842.06000000006
2001	2002	5004001	3	8	251	8615	6906	-1709	-66500.93
2001	2002	8008008	8	8	246	7655	5948	-1707	-50652.8400000002
2001	2002	8016008	16	8	86	8012	6330	-1682	-44739.260000000126
2001	2002	5003001	3	8	267	7606	5943	-1663	-34805.760000000184
2001	2002	9011003	11	8	250	7852	6195	-1657	-57554.34
2001	2002	8005010	5	8	225	8332	6685	-1647	-77125.72999999978
2001	2002	3004001	4	8	299	7883	6288	-1595	-45945.8600000001
2001	2002	8001010	1	8	518	7922	6345	-1577	-164796.07999999993
2001	2002	8005008	5	8	140	7803	6230	-1573	-49779.52000000008
2001	2002	9005009	16	8	375	8173	6608	-1565	-61360.600000000035
2001	2002	8012004	12	8	220	7477	5914	-1563	-31065.46000000008
2001	2002	3003001	3	8	30	8087	6533	-1554	-35559.890000000014
2001	2002	5004001	4	8	172	8064	6521	-1543	-87418.1099999997
2001	2002	8004006	4	8	189	6705	5168	-1537	-72154.23999999999
2001	2002	8015006	15	8	216	7521	5994	-1527	-65632.57999999996
2001	2002	10003006	3	8	277	8543	7028	-1515	-78273.97999999992
2001	2002	8015010	1	8	855	8095	6590	-1505	-84429.97000000015
2001	2002	8012002	12	8	107	7124	5620	-1504	-45629.09
2001	2002	5004001	11	8	340	8256	6757	-1499	-141199.8000000001
2001	2002	8009006	9	8	177	8529	7037	-1492	-55741.97999999981
2001	2002	2002001	13	8	376	7663	6177	-1486	-60134.94999999995
2001	2002	8010003	10	8	431	8549	7065	-1484	-35049.00000000029
2001	2002	8010008	10	8	700	8192	6724	-1468	-53655.439999999886
2001	2002	8012008	12	8	82	7595	6138	-1457	-82253.30000000019
2001	2002	8003010	3	8	239	7747	6295	-1452	-100865.33000000013
2001	2002	8015008	15	8	74	8803	7356	-1447	57695.75000000012
2001	2002	1004001	12	8	451	7438	5999	-1439	-64882.48999999996
2001	2002	8001008	1	8	205	7960	6526	-1434	480.28999999992084
2001	2002	5002001	16	8	289	7438	6016	-1422	-72387.53000000003
2001	2002	8007004	7	8	642	7986	6567	-1419	-55342.02000000025
2001	2002	4002001	13	8	242	8690	7281	-1409	-76409.39999999985
2001	2002	8013006	13	8	195	7439	6031	-1408	-86868.18
2001	2002	1002001	3	8	332	7596	6206	-1390	-26361.590000000142
2001	2002	8013002	3	8	290	7382	5995	-1387	-78805.00999999978
2001	2002	1002001	3	8	861	8190	6822	-1368	-2431.179999999702
2001	2002	8008010	8	8	257	8640	7280	-1360	-53928.12999999971
2001	2002	8001002	1	8	326	8259	6903	-1356	3639.5499999999884
2001	2002	8004010	4	8	838	7377	6024	-1353	-18382.74999999994
2001	2002	8008002	8	8	373	7093	5741	-1352	-96325.71000000011
2001	2002	3002001	2	8	663	7862	6512	-1350	-63564.650000000256
2001	2002	8006008	6	8	470	8485	7143	-1342	-52102.89000000025
2001	2002	8005010	5	8	121	7299	5967	-1332	-75466.2299999999
2001	2002	8009004	9	8	258	7826	6497	-1329	-38701.16999999972
2001	2002	8008004	8	8	271	8252	6923	-1329	-88379.47000000003
2001	2002	8008008	8	8	611	7428	6100	-1328	-45670.08999999988
2001	2002	8011004	11	8	541	7811	6496	-1315	-79933.00000000017
2001	2002	8013004	13	8	45	7739	6434	-1305	-31404.879999999946
2001	2002	8001002	1	8	363	7774	6505	-1269	10684.960000000137
2001	2002	2002001	1	8	7	7296	6045	-1251	-90248.7399999997
2001	2002	8004006	4	8	184	7730	6480	-1250	-46714.859999999986
2001	2002	3004001	3	8	231	8571	7331	-1240	4974.729999999923
2001	2002	6014007	14	8	103	7382	6145	-1237	-46120.03999999986
2001	2002	8012008	4	8	98	7586	6361	-1225	312.6700000000419
2001	2002	1004001	4	8	106	7910	6689	-1221	-89685.40000000026
2001	2002	8006008	6	8	120	6893	5679	-1214	-100738.12999999992
2001	2002	3002001	16	8	640	7685	6475	-1210	-35828.86000000022
2001	2002	8014002	14	8	171	7571	6362	-1209	-71454.46999999986
2001	2002	8013006	13	8	7	8548	7350	-1198	-36632.94999999966
2001	2002	8010008	10	8	347	8042	6848	-1194	-31412.889999999898
2001	2002	5003001	3	8	262	6790	5603	-1187	-78277.96000000002
2001	2002	8015010	15	8	702	7345	6160	-1185	-7916.20000000007
2001	2002	8010010	10	8	872	7244	6066	-1178	-53230.83000000019
2001	2002	8009006	2	8	70	7657	6480	-1177	-77521.84999999998
2001	2002	7011003	10	8	234	7591	6417	-1174	-35414.969999999914
2001	2002	8003004	4	8	163	7459	6289	-1170	5327.979999999807
