"10","181.57","575.0733333333333"
"10","240.35","575.0733333333333"
"10","242.65000000000003","575.0733333333333"
"10","242.7","575.0733333333333"
"10","299.46","575.0733333333333"
"10","366.78000000000003","575.0733333333333"
"10","392.13000000000005","575.0733333333333"
"10","449.59","575.0733333333333"
"10","743.23","575.0733333333333"
"10","1460.1299999999999","575.0733333333333"
"10","1690.9799999999998","575.0733333333333"
"13","41.79","257.2575"
"13","129.77","257.2575"
"13","132.37","257.2575"
"13","133.0","257.2575"
"13","158.4","257.2575"
"13","168.66","257.2575"
"13","228.61999999999998","257.2575"
"13","325.55","257.2575"
"13","366.4600000000001","257.2575"
"13","507.68999999999994","257.2575"
"13","659.17","257.2575"
"16","27.32","263.70666666666665"
"16","75.85","263.70666666666665"
"16","104.67","263.70666666666665"
"16","122.25999999999999","263.70666666666665"
"16","172.14","263.70666666666665"
"16","188.56","263.70666666666665"
"16","211.84999999999997","263.70666666666665"
"16","308.96","263.70666666666665"
"16","377.23","263.70666666666665"
"16","476.44","263.70666666666665"
"16","834.0400000000001","263.70666666666665"
"29","61.730000000000004","309.4741666666667"
"29","81.32","309.4741666666667"
"29","130.65","309.4741666666667"
"29","140.86","309.4741666666667"
"29","157.22999999999996","309.4741666666667"
"29","227.04","309.4741666666667"
"29","259.15000000000003","309.4741666666667"
"29","358.78","309.4741666666667"
"29","537.2900000000001","309.4741666666667"
"29","657.7","309.4741666666667"
"29","792.18","309.4741666666667"
"34","39.06","261.4533333333333"
"34","129.93999999999997","261.4533333333333"
"34","136.99","261.4533333333333"
"34","203.31","261.4533333333333"
"34","206.18","261.4533333333333"
"34","219.48999999999998","261.4533333333333"
"34","220.0","261.4533333333333"
"34","330.40999999999997","261.4533333333333"
"34","370.2","261.4533333333333"
"34","374.75","261.4533333333333"
"34","670.16","261.4533333333333"
"36","57.75","283.665"
"36","58.21","283.665"
"36","62.0","283.665"
"36","68.94999999999999","283.665"
"36","144.15","283.665"
"36","241.54000000000002","283.665"
"36","500.45","283.665"
"36","512.41","283.665"
"36","544.6899999999999","283.665"
"36","679.1","283.665"
"43","105.37","325.73727272727274"
"43","154.20999999999998","325.73727272727274"
"43","179.67999999999998","325.73727272727274"
"43","211.11999999999998","325.73727272727274"
"43","218.75","325.73727272727274"
"43","240.35000000000002","325.73727272727274"
"43","271.85999999999996","325.73727272727274"
"43","291.1","325.73727272727274"
"43","609.33","325.73727272727274"
"43","627.47","325.73727272727274"
"43","673.8699999999999","325.73727272727274"
"61","97.75999999999999","359.7208333333333"
"61","155.42000000000002","359.7208333333333"
"61","156.73","359.7208333333333"
"61","211.42000000000002","359.7208333333333"
"61","242.98999999999998","359.7208333333333"
"61","301.51000000000005","359.7208333333333"
"61","397.85","359.7208333333333"
"61","633.0600000000001","359.7208333333333"
"61","1054.57","359.7208333333333"
