spark.executor.memory	2048m
spark.executor.instances	12
spark.driver.memory	2048m
spark.eventLog.enabled	false
spark.serializer	org.apache.spark.serializer.KryoSerializer
spark.kryo.classesToRegister	org.apache.hadoop.hive.ql.io.HiveKey,org.apache.hadoop.io.BytesWritable,org.apache.hadoop.hive.ql.exec.vector.VectorizedRowBatch
spark.driver.extraJavaOptions	-Xss8m
spark.executor.extraJavaOptions	-Xss8m
		Fairview	43234	0.0	NULL
		Fairview	73961	0.0	NULL
		Fairview	161826	NULL	NULL
		Fairview	342471	0.0	NULL
		Fairview	475915	437.14	-28128.18
		Fairview	361944	0.0	-24970.14
		Fairview	43234	122.1	-22425.92
		Fairview	108858	1437.37	-19473.4
		Fairview	250188	0.0	-19408.45
		Fairview	335446	597.73	-19347.95
		Fairview	269675	2871.4599999999996	-18924.99
		Fairview	354966	5104.7	-18221.92
		Fairview	59981	635.8199999999999	-16951.49
		Fairview	411014	932.48	-15382.639999999998
		Fairview	238763	2966.2900000000004	-15281.84
		Fairview	75182	2907.14	-14880.689999999999
		Fairview	156754	5053.969999999999	-14351.570000000002
		Fairview	158775	2920.28	-14210.510000000002
		Fairview	337997	1080.23	-14156.69
		Fairview	340558	9930.06	-13406.88
		Fairview	478075	4082.19	-12954.19
		Fairview	407016	3677.3599999999997	-12595.439999999999
		Fairview	161826	3793.05	-12284.42
		Fairview	169803	78.0	-12069.829999999998
		Fairview	124421	326.72	-11801.82
		Fairview	205990	2607.4	-10578.4
		Fairview	283350	3278.65	-10285.98
		Fairview	85528	3781.6000000000004	-9634.019999999999
		Fairview	177391	2305.18	-9511.539999999999
		Fairview	142311	4271.0599999999995	-9388.680000000002
		Fairview	433276	1298.04	-9379.119999999999
		Fairview	188812	524.17	-9322.16
		Fairview	59447	1963.33	-9320.079999999998
		Fairview	193379	960.86	-8774.029999999999
		Fairview	352158	4455.780000000001	-8763.439999999999
		Fairview	91869	3613.2000000000003	-8717.520000000002
		Fairview	402434	162.13	-8582.580000000002
		Fairview	22706	1972.75	-8555.460000000001
		Fairview	328813	6151.26	-8460.27
		Fairview	318030	0.0	-6651.959999999999
		Fairview	161828	1953.77	-6377.219999999999
		Fairview	61463	3256.6000000000004	-6299.030000000001
		Fairview	418320	581.98	-6090.700000000001
		Fairview	405325	316.55	-5577.74
		Fairview	48656	87.02000000000001	-5502.040000000002
		Fairview	74518	5033.929999999999	-5444.660000000002
		Fairview	64667	1388.53	-5365.41
		Fairview	299138	166.56	-5328.08
		Fairview	24149	5380.53	-5259.02
		Fairview	342471	2537.3700000000003	-4597.91
		Fairview	309369	1723.23	-4564.52
		Fairview	132073	1382.96	-4501.03
		Fairview	227038	30.66	-4178.9800000000005
		Fairview	73961	3489.9800000000005	-3978.690000000001
		Fairview	312700	0.0	-3806.04
		Fairview	466119	0.0	-3739.29
		Fairview	355900	3358.06	-3669.6800000000007
		Fairview	301135	728.62	-3662.21
		Fairview	342600	656.45	-3056.81
		Fairview	476061	0.0	-2582.2900000000004
		Fairview	416562	209.02	-2517.7900000000004
		Fairview	154721	0.0	-2074.96
		Fairview	299138	0.0	-1923.12
		Fairview	416562	NULL	-1788.8
		Fairview	200435	4559.58	-1281.6399999999999
		Fairview	82983	110.66	-1213.4999999999995
		Fairview	330838	88.27	-662.8000000000001
		Fairview	429037	17.46	1461.5199999999995
		Fairview	36429	0.0	1822.99
		Fairview	104590	0.0	2863.2500000000005
		Fairview	281537	400.32	3331.93
		Fairview	209625	28.67	4514.81
		Midway	176377	0.0	NULL
		Midway	412834	NULL	NULL
		Midway	54248	296.62	NULL
		Midway	267136	11844.12	-30009.83
		Midway	79724	1207.65	-26100.230000000003
		Midway	397416	6043.16	-24930.979999999996
		Midway	215442	3551.4599999999996	-23716.72
		Midway	205434	270.5	-23561.57
		Midway	167799	3794.75	-23529.32
		Midway	374606	9354.55	-22939.96
		Midway	293019	6521.75	-22276.27
		Midway	232643	566.26	-21995.809999999998
		Midway	117162	0.0	-21801.790000000005
		Midway	305453	475.76	-20877.120000000003
		Midway	225846	7246.03	-20773.46
		Midway	3524	598.1700000000001	-20723.14
		Midway	123010	988.42	-19976.89
		Midway	47982	1799.3200000000002	-19761.76
		Midway	23126	5259.48	-19585.16
		Midway	205679	3829.6	-19442.019999999997
		Midway	89924	9815.5	-19394.87
		Midway	443073	7511.92	-19314.229999999996
		Midway	23442	1865.8500000000001	-19168.980000000003
		Midway	230833	8216.84	-19141.34
		Midway	26902	0.0	-19133.72
		Midway	376519	578.54	-18739.75
		Midway	352247	800.12	-18678.92
		Midway	88828	5725.34	-18378.38
