"47","0.0"
"48","0.0"
"290","0.0"
"673","0.0"
"939","0.0"
"960","0.0"
"1139","0.0"
"1188","0.0"
"1495","0.0"
"1967","0.0"
"2361","0.0"
"2382","0.0"
"2562","0.0"
"2568","0.0"
"2628","0.0"
"3519","0.0"
"3756","0.0"
"3983","0.0"
"3984","0.0"
"3993","0.0"
"4185","0.0"
"4364","0.0"
"4586","0.0"
"4849","0.0"
"4893","0.0"
"4964","0.0"
"4969","0.0"
"5262","0.0"
"5342","0.0"
"5543","0.0"
"5610","0.0"
"5829","0.0"
"5840","0.0"
"5975","0.0"
"6121","0.0"
"6233","0.0"
"6315","0.0"
"6463","0.0"
"7136","0.0"
"7180","0.0"
"7352","0.0"
"7467","0.0"
"7698","0.0"
"8235","0.0"
"8270","0.0"
"8791","0.0"
"8827","0.0"
"8848","0.0"
"9333","0.0"
"9450","0.0"
"9819","0.0"
"9892","0.0"
"10360","0.0"
"10845","0.0"
"10875","0.0"
"11426","0.0"
"11432","0.0"
"11696","0.0"
"11978","0.0"
"12132","0.0"
"12385","0.0"
"13186","0.0"
"13330","0.0"
"13457","0.0"
"13670","0.0"
"13789","0.0"
"13794","0.0"
"13870","0.0"
"14119","0.0"
"14633","0.0"
"14776","0.0"
"14815","0.0"
"14823","0.0"
"15266","0.0"
"15318","0.0"
"15370","0.0"
"15418","0.0"
"15905","0.0"
"16032","0.0"
"16613","0.0"
"16701","0.0"
"16811","0.0"
"17457","0.0"
"17480","0.0"
"17611","0.0"
"17671","0.0"
"17796","0.0"
"17858","0.0"
"17966","0.0"
"18090","0.0"
"19009","0.0"
"19042","0.0"
"19062","0.0"
"19147","0.0"
"19178","0.0"
"19239","0.0"
"19327","0.0"
"19369","0.0"
"19555","0.0"
"19732","0.0"
