"2001","2002","8009008","9","8","101","15570","6874","-8696","-369672.8"
"2001","2002","8013008","13","8","64","15741","8354","-7387","-380347.4600000005"
"2001","2002","8012002","12","8","122","13554","7484","-6070","-232635.71999999986"
"2001","2002","8008006","8","8","312","12766","6780","-5986","-316728.1700000004"
"2001","2002","8014002","14","8","257","12884","7462","-5422","-295405.60000000003"
"2001","2002","8015004","15","8","119","12783","7733","-5050","-253202.74000000022"
"2001","2002","7013001","13","8","320","8927","5584","-3343","-111470.75999999937"
"2001","2002","8016004","16","8","206","9639","6427","-3212","-144836.91000000012"
"2001","2002","8010004","10","8","234","8926","5884","-3042","-91999.06000000017"
"2001","2002","8011002","11","8","587","8978","5995","-2983","-200209.60999999975"
"2001","2002","8001008","1","8","162","8051","5160","-2891","-111631.5"
"2001","2002","8013004","2","8","576","8442","5758","-2684","-77663.65999999997"
"2001","2002","8002004","2","8","584","7739","5077","-2662","-102389.94000000009"
"2001","2002","8015010","13","8","508","8888","6237","-2651","-49353.32000000012"
"2001","2002","10008014","8","8","35","8506","5985","-2521","-118798.23999999996"
"2001","2002","8009010","9","8","437","14803","12422","-2381","13472.859999999753"
"2001","2002","8016007","16","8","318","8721","6341","-2380","-81099.28000000003"
"2001","2002","8001002","1","8","638","8966","6765","-2201","-126109.53999999975"
"2001","2002","8003004","3","8","264","7816","5716","-2100","-104471.77999999982"
"2001","2002","8008004","9","8","304","9199","7112","-2087","-79299.86999999976"
"2001","2002","8001010","1","8","465","7210","5135","-2075","-74572.15000000002"
"2001","2002","8004005","14","8","594","8524","6509","-2015","-153419.3700000004"
"2001","2002","7001001","15","8","174","7588","5585","-2003","-91937.44999999984"
"2001","2002","8008002","8","8","859","8275","6288","-1987","-83214.70000000004"
"2001","2002","8004004","4","8","262","7960","5989","-1971","-87406.98000000004"
"2001","2002","2002001","2","8","213","8532","6573","-1959","-67880.72000000026"
"2001","2002","8011010","11","8","306","8489","6556","-1933","-136399.36"
"2001","2002","8008008","8","8","357","7829","5901","-1928","-76453.5700000003"
"2001","2002","4001001","1","8","417","8360","6488","-1872","-98761.5800000001"
"2001","2002","5003001","3","8","166","7575","5714","-1861","-113622.43999999977"
"2001","2002","8016010","16","8","597","8078","6284","-1794","-86298.88000000015"
"2001","2002","8001006","1","8","592","8495","6715","-1780","-128540.1599999998"
"2001","2002","8016001","10","8","585","7723","5960","-1763","-64092.89000000013"
"2001","2002","8015002","15","8","303","7931","6182","-1749","-78203.54000000004"
"2001","2002","8006008","6","8","307","8108","6359","-1749","-112842.06"
"2001","2002","5004001","3","8","251","8615","6906","-1709","-66500.92999999993"
"2001","2002","8008008","8","8","246","7655","5948","-1707","-50652.83999999985"
"2001","2002","8016008","16","8","86","8012","6330","-1682","-44739.26000000007"
"2001","2002","5003001","3","8","267","7606","5943","-1663","-34805.75999999989"
"2001","2002","9011003","11","8","250","7852","6195","-1657","-57554.33999999991"
"2001","2002","8005010","5","8","225","8332","6685","-1647","-77125.72999999995"
"2001","2002","3004001","4","8","299","7883","6288","-1595","-45945.860000000044"
"2001","2002","8001010","1","8","518","7922","6345","-1577","-164796.0800000002"
"2001","2002","8005008","5","8","140","7803","6230","-1573","-49779.52000000002"
"2001","2002","9005009","16","8","375","8173","6608","-1565","-61360.60000000009"
"2001","2002","8012004","12","8","220","7477","5914","-1563","-31065.459999999963"
"2001","2002","3003001","3","8","30","8087","6533","-1554","-35559.89000000025"
"2001","2002","5004001","4","8","172","8064","6521","-1543","-87418.11000000028"
"2001","2002","8004006","4","8","189","6705","5168","-1537","-72154.23999999979"
"2001","2002","8015006","15","8","216","7521","5994","-1527","-65632.58000000013"
"2001","2002","10003006","3","8","277","8543","7028","-1515","-78273.98000000021"
"2001","2002","8015010","1","8","855","8095","6590","-1505","-84429.96999999997"
"2001","2002","8012002","12","8","107","7124","5620","-1504","-45629.08999999991"
"2001","2002","5004001","11","8","340","8256","6757","-1499","-141199.80000000022"
"2001","2002","8009006","9","8","177","8529","7037","-1492","-55741.97999999975"
"2001","2002","2002001","13","8","376","7663","6177","-1486","-60134.95000000013"
"2001","2002","8010003","10","8","431","8549","7065","-1484","-35048.99999999988"
"2001","2002","8010008","10","8","700","8192","6724","-1468","-53655.439999999944"
"2001","2002","8012008","12","8","82","7595","6138","-1457","-82253.30000000013"
"2001","2002","8003010","3","8","239","7747","6295","-1452","-100865.33000000025"
"2001","2002","8015008","15","8","74","8803","7356","-1447","57695.74999999977"
"2001","2002","1004001","12","8","451","7438","5999","-1439","-64882.49000000002"
"2001","2002","8001008","1","8","205","7960","6526","-1434","480.29000000015367"
"2001","2002","5002001","16","8","289","7438","6016","-1422","-72387.52999999977"
"2001","2002","8007004","7","8","642","7986","6567","-1419","-55342.02000000008"
"2001","2002","4002001","13","8","242","8690","7281","-1409","-76409.39999999979"
"2001","2002","8013006","13","8","195","7439","6031","-1408","-86868.17999999982"
"2001","2002","1002001","3","8","332","7596","6206","-1390","-26361.589999999967"
"2001","2002","8013002","3","8","290","7382","5995","-1387","-78805.00999999983"
"2001","2002","1002001","3","8","861","8190","6822","-1368","-2431.179999999993"
"2001","2002","8008010","8","8","257","8640","7280","-1360","-53928.130000000005"
"2001","2002","8001002","1","8","326","8259","6903","-1356","3639.550000000105"
"2001","2002","8004010","4","8","838","7377","6024","-1353","-18382.749999999825"
"2001","2002","8008002","8","8","373","7093","5741","-1352","-96325.7099999999"
"2001","2002","3002001","2","8","663","7862","6512","-1350","-63564.650000000256"
"2001","2002","8006008","6","8","470","8485","7143","-1342","-52102.890000000014"
"2001","2002","8005010","5","8","121","7299","5967","-1332","-75466.23000000007"
"2001","2002","8009004","9","8","258","7826","6497","-1329","-38701.16999999987"
"2001","2002","8008004","8","8","271","8252","6923","-1329","-88379.4699999998"
"2001","2002","8008008","8","8","611","7428","6100","-1328","-45670.08999999997"
"2001","2002","8011004","11","8","541","7811","6496","-1315","-79932.99999999994"
"2001","2002","8013004","13","8","45","7739","6434","-1305","-31404.879999999946"
"2001","2002","8001002","1","8","363","7774","6505","-1269","10684.95999999973"
"2001","2002","2002001","1","8","7","7296","6045","-1251","-90248.74000000017"
"2001","2002","8004006","4","8","184","7730","6480","-1250","-46714.86000000028"
"2001","2002","3004001","3","8","231","8571","7331","-1240","4974.729999999923"
